"id","year","state_name","state_code","sector","quantity"
1042,"2007","Jharkhand","20","Metallurgical Use- Direct Feed",0.01
1043,"2012","Jharkhand","20","Chemical",0.01
1044,"2015","Jharkhand","20","Power (Utility)",1.94
1045,"2014","Jharkhand","20","Metallurgical Use- Cokeries",4.12
1046,"2007","Jharkhand","20","Power (Captive)",0.13
1047,"2006","Jharkhand","20","Colliery Own - Consumption",0.17
1048,"2008","Jharkhand","20","Other",0.15
1049,"2021","Jharkhand","20","Bricks",0.02
1050,"2021","Jharkhand","20","Sponge Iron",0.28
1051,"2006","Jharkhand","20","Sponge Iron",0.74
1052,"2011","Jharkhand","20","Fertilisers",0.16
1053,"2006","Jharkhand","20","Power (Captive)",2.37
1054,"2009","Jharkhand","20","Cement",0.06
1055,"2008","Jharkhand","20","Power (Utility)",0.16
1056,"2020","Jharkhand","20","Colliery Own - Consumption",0.01
1057,"2013","Jharkhand","20","Metallurgical Use- Direct Feed",0.0
1058,"2020","Jharkhand","20","Power (Captive)",1.95
1059,"2011","Jharkhand","20","Chemical",0.02
1060,"2008","Jharkhand","20","Sponge Iron",1.33
1061,"2018","Jharkhand","20","Colliery Own - Consumption",0.03
1062,"2019","Jharkhand","20","Power (Captive)",1.11
1063,"2021","Jharkhand","20","Other",10.14
1064,"2018","Jharkhand","20","Power (Utility)",15.83
1065,"2018","Jharkhand","20","Power (Captive)",0.1
1066,"2015","Jharkhand","20","Chemical",0.01
1067,"2014","Jharkhand","20","Metallurgical Use- Cokeries",0.78
1068,"2021","Jharkhand","20","Other",0.01
1069,"2016","Jharkhand","20","Metallurgical Use- Cokeries",3.44
1070,"2012","Jharkhand","20","Steel (Boilers)",0.01
1071,"2013","Jharkhand","20","Chemical",0.01
1072,"2006","Jharkhand","20","Metallurgical Use- Direct Feed",0.0
1073,"2016","Jharkhand","20","Other",8.43
1074,"2015","Jharkhand","20","Power (Utility)",24.16
1075,"2018","Jharkhand","20","Steel (Boilers)",0.39
1076,"2021","Jharkhand","20","Metallurgical Use- Direct Feed",4.95
1077,"2007","Jharkhand","20","Sponge Iron",0.07
1078,"2014","Jharkhand","20","Power (Utility)",28.11
1079,"2016","Jharkhand","20","Steel (Boilers)",0.14
1080,"2008","Jharkhand","20","Metallurgical Use- Cokeries",3.82
1081,"2017","Jharkhand","20","Other",9.67
1082,"2011","Jharkhand","20","Power (Captive)",0.11
1083,"2009","Jharkhand","20","Other Basic-Metal (Aluminium Etc)",0.06
1084,"2011","Jharkhand","20","Power (Captive)",0.03
1085,"2008","Jharkhand","20","Other Basic-Metal (Aluminium Etc)",0.03
1086,"2007","Jharkhand","20","Metallurgical Use- Cokeries",0.93
1087,"2008","Jharkhand","20","Metallurgical Use- Cokeries",0.21
1088,"2013","Jharkhand","20","Other",7.0
1089,"2020","Jharkhand","20","Steel (Boilers)",0.23
1090,"2018","Jharkhand","20","Steel (Boilers)",0.3
1091,"2016","Jharkhand","20","Cement",0.05
1092,"2009","Jharkhand","20","Power (Utility)",6.54
1093,"2012","Jharkhand","20","Metallurgical Use- Cokeries",2.56
1094,"2011","Jharkhand","20","Sponge Iron",1.7
1095,"2021","Jharkhand","20","Cement",0.06
1096,"2012","Jharkhand","20","Bricks",0.06
1097,"2016","Jharkhand","20","Power (Captive)",1.11
1098,"2017","Jharkhand","20","Power (Captive)",0.38
1099,"2021","Jharkhand","20","Power (Captive)",1.5
1100,"2012","Jharkhand","20","Power (Utility)",1.66
1101,"2019","Jharkhand","20","Sponge Iron",0.43
1102,"2006","Jharkhand","20","Steel (Boilers)",2.31
1103,"2020","Jharkhand","20","Power (Utility)",0.69
1104,"2015","Jharkhand","20","Power (Captive)",0.51
1105,"2012","Jharkhand","20","Colliery Own - Consumption",0.06
1106,"2008","Jharkhand","20","Colliery Own - Consumption",0.22
1107,"2007","Jharkhand","20","Other Basic-Metal (Aluminium Etc)",0.05
1108,"2013","Jharkhand","20","Power (Utility)",13.22
1109,"2016","Jharkhand","20","Metallurgical Use- Direct Feed",0.24
1110,"2016","Jharkhand","20","Chemical",0.0
1111,"2014","Jharkhand","20","Power (Captive)",1.22
1112,"2009","Jharkhand","20","Metallurgical Use- Cokeries",0.18
1113,"2018","Jharkhand","20","Bricks",0.1
1114,"2009","Jharkhand","20","Steel (Boilers)",0.85
1115,"2021","Jharkhand","20","Power (Captive)",0.9
1116,"2012","Jharkhand","20","Sponge Iron",1.31
1117,"2006","Jharkhand","20","Power (Utility)",6.13
1118,"2018","Jharkhand","20","Power (Captive)",3.61
1119,"2009","Jharkhand","20","Other",5.48
1120,"2021","Jharkhand","20","Power (Captive)",0.29
1121,"2006","Jharkhand","20","Other Basic-Metal (Aluminium Etc)",0.12
1122,"2017","Jharkhand","20","Power (Captive)",1.65
1123,"2013","Jharkhand","20","Metallurgical Use- Cokeries",3.69
1124,"2010","Jharkhand","20","Steel (Boilers)",0.06
1125,"2016","Jharkhand","20","Colliery Own - Consumption",0.06
1126,"2019","Jharkhand","20","Power (Captive)",7.38
1127,"2016","Jharkhand","20","Metallurgical Use- Cokeries",0.9
1128,"2010","Jharkhand","20","Power (Utility)",0.94
1129,"2010","Jharkhand","20","Other",0.19
1130,"2008","Jharkhand","20","Cement",0.11
1131,"2018","Jharkhand","20","Cement",0.01
1132,"2007","Jharkhand","20","Power (Captive)",2.13
1133,"2010","Jharkhand","20","Chemical",0.01
1134,"2014","Jharkhand","20","Textiles and Rayons",0.0
1135,"2019","Jharkhand","20","Other",10.12
1136,"2009","Jharkhand","20","Sponge Iron",0.89
1137,"2017","Jharkhand","20","Metallurgical Use- Direct Feed",0.05
1138,"2006","Jharkhand","20","Colliery Staff",0.24
1139,"2011","Jharkhand","20","Metallurgical Use- Cokeries",1.2
1140,"2015","Jharkhand","20","Metallurgical Use- Cokeries",2.43
1141,"2017","Jharkhand","20","Power (Utility)",1.15
1142,"2014","Jharkhand","20","Cement",0.01
1143,"2008","Jharkhand","20","Chemical",0.0
1144,"2007","Jharkhand","20","Sponge Iron",0.77
1145,"2020","Jharkhand","20","Bricks",0.02
1146,"2020","Jharkhand","20","Power (Captive)",0.18
1147,"2021","Jharkhand","20","Power (Utility)",0.62
1148,"2011","Jharkhand","20","Power (Utility)",0.84
1149,"2014","Jharkhand","20","Sponge Iron",1.44
1150,"2008","Jharkhand","20","Power (Captive)",1.06
1151,"2011","Jharkhand","20","Bricks",0.16
1152,"2018","Jharkhand","20","Metallurgical Use- Direct Feed",0.27
1153,"2010","Jharkhand","20","Metallurgical Use- Cokeries",2.89
1154,"2010","Jharkhand","20","Metallurgical Use- Direct Feed",0.58
1155,"2019","Jharkhand","20","Colliery Own - Consumption",0.02
1156,"2014","Jharkhand","20","Colliery Staff",0.01
1157,"2019","Jharkhand","20","Metallurgical Use- Direct Feed",0.22
1158,"2019","Jharkhand","20","Steel (Boilers)",0.34
1159,"2017","Jharkhand","20","Chemical",0.0
1160,"2013","Jharkhand","20","Power (Captive)",0.31
1161,"2012","Jharkhand","20","Other",6.4
1162,"2015","Jharkhand","20","Colliery Own - Consumption",0.06
1163,"2014","Jharkhand","20","Other",0.0
1164,"2017","Jharkhand","20","Power (Captive)",1.35
1165,"2018","Jharkhand","20","Sponge Iron",0.34
1166,"2012","Jharkhand","20","Power (Utility)",8.57
1167,"2015","Jharkhand","20","Other",0.0
1168,"2013","Jharkhand","20","Power (Captive)",1.74
1169,"2020","Jharkhand","20","Metallurgical Use- Direct Feed",5.67
1170,"2011","Jharkhand","20","Metallurgical Use- Direct Feed",0.45
1171,"2006","Jharkhand","20","Bricks",0.71
1172,"2021","Jharkhand","20","Other",0.05
1173,"2011","Jharkhand","20","Power (Captive)",1.5
1174,"2016","Jharkhand","20","Bricks",0.04
1175,"2013","Jharkhand","20","Colliery Staff",0.01
1176,"2019","Jharkhand","20","Other",0.47
1177,"2006","Jharkhand","20","Metallurgical Use- Cokeries",4.63
1178,"2019","Jharkhand","20","Power (Utility)",25.53
1179,"2013","Jharkhand","20","Power (Captive)",1.24
1180,"2015","Jharkhand","20","Other",7.16
1181,"2013","Jharkhand","20","Cement",0.11
1182,"2014","Jharkhand","20","Power (Utility)",0.4
1183,"2011","Jharkhand","20","Colliery Staff",0.04
1184,"2016","Jharkhand","20","Power (Captive)",1.57
1185,"2019","Jharkhand","20","Steel (Boilers)",0.25
1186,"2009","Jharkhand","20","Power (Captive)",2.58
1187,"2009","Jharkhand","20","Power (Captive)",1.17
1188,"2018","Jharkhand","20","Other",0.0
1189,"2018","Jharkhand","20","Power (Captive)",1.39
1190,"2009","Jharkhand","20","Colliery Own - Consumption",0.2
1191,"2011","Jharkhand","20","Colliery Own - Consumption",0.08
1192,"2017","Jharkhand","20","Metallurgical Use- Direct Feed",0.28
1193,"2007","Jharkhand","20","Power (Utility)",0.88
1194,"2014","Jharkhand","20","Other",6.87
1195,"2013","Jharkhand","20","Colliery Own - Consumption",0.17
1196,"2020","Jharkhand","20","Sponge Iron",0.53
1197,"2015","Jharkhand","20","Power (Captive)",1.22
1198,"2019","Jharkhand","20","Cement",0.01
1199,"2009","Jharkhand","20","Metallurgical Use- Direct Feed",0.58
1200,"2009","Jharkhand","20","Power (Utility)",0.54
1201,"2011","Jharkhand","20","Metallurgical Use- Cokeries",0.54
1202,"2008","Jharkhand","20","Power (Captive)",3.77
1203,"2010","Jharkhand","20","Power (Utility)",1.91
1204,"2012","Jharkhand","20","Colliery Staff",0.02
1205,"2012","Jharkhand","20","Power (Captive)",3.04
1206,"2015","Jharkhand","20","Colliery Staff",0.01
1207,"2017","Jharkhand","20","Metallurgical Use- Cokeries",0.73
1208,"2007","Jharkhand","20","Colliery Own - Consumption",0.24
1209,"2017","Jharkhand","20","Cement",0.04
1210,"2011","Jharkhand","20","Cement",0.07
1211,"2011","Jharkhand","20","Other",4.38
1212,"2015","Jharkhand","20","Metallurgical Use- Direct Feed",0.49
1213,"2017","Jharkhand","20","Other",0.0
1214,"2011","Jharkhand","20","Metallurgical Use- Cokeries",3.04
1215,"2018","Jharkhand","20","Metallurgical Use- Direct Feed",0.74
1216,"2020","Jharkhand","20","Power (Captive)",1.02
1217,"2021","Jharkhand","20","Power (Utility)",25.67
1218,"2010","Jharkhand","20","Cement",0.06
1219,"2017","Jharkhand","20","Bricks",0.07
1220,"2020","Jharkhand","20","Power (Utility)",24.1
1221,"2017","Jharkhand","20","Sponge Iron",0.42
1222,"2012","Jharkhand","20","Metallurgical Use- Direct Feed",0.22
1223,"2010","Jharkhand","20","Other",5.6
1224,"2017","Jharkhand","20","Colliery Own - Consumption",0.05
1225,"2017","Jharkhand","20","Metallurgical Use- Cokeries",1.94
1226,"2015","Jharkhand","20","Power (Utility)",0.3
1227,"2019","Jharkhand","20","Power (Utility)",0.9
1228,"2007","Jharkhand","20","Other",3.7
1229,"2017","Jharkhand","20","Cement",0.0
1230,"2012","Jharkhand","20","Fertilisers",0.04
1231,"2007","Jharkhand","20","Other",0.12
1232,"2008","Jharkhand","20","Power (Utility)",6.22
1233,"2007","Jharkhand","20","Cement",0.12
1234,"2010","Jharkhand","20","Power (Utility)",7.32
1235,"2016","Jharkhand","20","Other",0.0
1236,"2010","Jharkhand","20","Power (Captive)",1.28
1237,"2007","Jharkhand","20","Chemical",0.01
1238,"2015","Jharkhand","20","Metallurgical Use- Cokeries",0.75
1239,"2020","Jharkhand","20","Metallurgical Use- Direct Feed",0.18
1240,"2007","Jharkhand","20","Metallurgical Use- Cokeries",3.45
1241,"2015","Jharkhand","20","Cement",0.01
1242,"2016","Jharkhand","20","Colliery Staff",0.0
1243,"2008","Jharkhand","20","Power (Utility)",0.82
1244,"2015","Jharkhand","20","Sponge Iron",1.29
1245,"2014","Jharkhand","20","Metallurgical Use- Direct Feed",0.08
1246,"2014","Jharkhand","20","Power (Utility)",1.9
1247,"2016","Jharkhand","20","Power (Utility)",2.49
1248,"2020","Jharkhand","20","Power (Utility)",1.73
1249,"2014","Jharkhand","20","Chemical",0.02
1250,"2010","Jharkhand","20","Bricks",0.17
1251,"2009","Jharkhand","20","Power (Captive)",0.14
1252,"2013","Jharkhand","20","Power (Utility)",0.98
1253,"2009","Jharkhand","20","Metallurgical Use- Cokeries",3.15
1254,"2013","Jharkhand","20","Metallurgical Use- Cokeries",0.47
1255,"2010","Jharkhand","20","Power (Captive)",0.14
1256,"2012","Jharkhand","20","Metallurgical Use- Cokeries",0.02
1257,"2020","Jharkhand","20","Other",3.71
1258,"2007","Jharkhand","20","Steel (Boilers)",0.02
1259,"2018","Jharkhand","20","Power (Utility)",1.12
1260,"2010","Jharkhand","20","Metallurgical Use- Cokeries",0.19
1261,"2017","Jharkhand","20","Power (Utility)",1.63
1262,"2006","Jharkhand","20","Other",2.78
1263,"2018","Karnataka","29","Power (Captive)",1.1
1264,"2006","Karnataka","29","Pulp and Paper",0.35
1265,"2014","Karnataka","29","Cement",1.71
1266,"2012","Karnataka","29","Power (Utility)",6.39
1267,"2021","Karnataka","29","Sponge Iron",0.0
1268,"2006","Karnataka","29","Other",0.06
1269,"2018","Karnataka","29","Sponge Iron",0.01
1270,"2011","Karnataka","29","Cement",1.92
1271,"2015","Karnataka","29","Pulp and Paper",0.21
1272,"2007","Karnataka","29","Sponge Iron",0.06
1273,"2013","Karnataka","29","Bricks",0.0
1274,"2016","Karnataka","29","Sponge Iron",0.02
1275,"2017","Karnataka","29","Textiles and Rayons",0.13
1276,"2019","Karnataka","29","Other",0.06
1277,"2021","Karnataka","29","Textiles and Rayons",0.06
1278,"2015","Karnataka","29","Power (Utility)",9.36
1279,"2007","Karnataka","29","Power (Utility)",6.63
1280,"2017","Karnataka","29","Other",0.03
1281,"2010","Karnataka","29","Textiles and Rayons",0.09
1282,"2019","Karnataka","29","Power (Utility)",12.26
1283,"2016","Karnataka","29","Power (Utility)",12.73
1284,"2009","Karnataka","29","Power (Captive)",0.85
1285,"2008","Karnataka","29","Sponge Iron",0.05
1286,"2016","Karnataka","29","Chemical",0.01
1287,"2009","Karnataka","29","Power (Utility)",8.72
1288,"2009","Karnataka","29","Steel (Boilers)",0.01
1289,"2021","Karnataka","29","Chemical",0.0
1290,"2006","Karnataka","29","Textiles and Rayons",0.08
1291,"2007","Karnataka","29","Textiles and Rayons",0.08
1292,"2015","Karnataka","29","Other",1.72
1293,"2010","Karnataka","29","Pulp and Paper",0.26
1294,"2007","Karnataka","29","Pulp and Paper",0.26
1295,"2021","Karnataka","29","Power (Utility)",7.57
1296,"2020","Karnataka","29","Other",0.03
1297,"2012","Karnataka","29","Chemical",0.01
1298,"2012","Karnataka","29","Cement",1.21
1299,"2019","Karnataka","29","Sponge Iron",0.02
1300,"2014","Karnataka","29","Other",0.1
1301,"2021","Karnataka","29","Pulp and Paper",0.12
1302,"2014","Karnataka","29","Power (Utility)",8.09
1303,"2019","Karnataka","29","Cement",0.94
1304,"2013","Karnataka","29","Power (Utility)",6.86
1305,"2010","Karnataka","29","Power (Utility)",7.83
1306,"2006","Karnataka","29","Power (Utility)",7.67
1307,"2018","Karnataka","29","Other",0.14
1308,"2011","Karnataka","29","Steel (Boilers)",0.01
1309,"2008","Karnataka","29","Textiles and Rayons",0.1
1310,"2009","Karnataka","29","Sponge Iron",0.31
1311,"2018","Karnataka","29","Power (Utility)",11.86
1312,"2010","Karnataka","29","Other",0.15
1313,"2008","Karnataka","29","Power (Captive)",0.74
1314,"2012","Karnataka","29","Bricks",0.0
1315,"2013","Karnataka","29","Textiles and Rayons",0.15
1316,"2007","Karnataka","29","Chemical",0.01
1317,"2016","Karnataka","29","Other",0.04
1318,"2016","Karnataka","29","Cement",1.48
1319,"2008","Karnataka","29","Other",0.09
1320,"2010","Karnataka","29","Bricks",0.01
1321,"2006","Karnataka","29","Power (Captive)",0.57
1322,"2011","Karnataka","29","Cement",0.04
1323,"2014","Karnataka","29","Power (Captive)",3.35
1324,"2011","Karnataka","29","Chemical",0.01
1325,"2013","Karnataka","29","Other",0.11
1326,"2012","Karnataka","29","Sponge Iron",0.49
1327,"2007","Karnataka","29","Cement",1.78
1328,"2019","Karnataka","29","Pulp and Paper",0.03
1329,"2011","Karnataka","29","Pulp and Paper",0.28
1330,"2014","Karnataka","29","Pulp and Paper",0.2
1331,"2019","Karnataka","29","Textiles and Rayons",0.07
1332,"2017","Karnataka","29","Pulp and Paper",0.07
1333,"2006","Karnataka","29","Chemical",0.01
1334,"2013","Karnataka","29","Sponge Iron",0.13
1335,"2018","Karnataka","29","Cement",0.9
1336,"2018","Karnataka","29","Textiles and Rayons",0.1
1337,"2013","Karnataka","29","Power (Captive)",3.64
1338,"2020","Karnataka","29","Sponge Iron",0.01
1339,"2015","Karnataka","29","Cement",0.11
1340,"2013","Karnataka","29","Chemical",0.01
1341,"2020","Karnataka","29","Power (Utility)",10.83
1342,"2007","Karnataka","29","Other",0.03
1343,"2009","Karnataka","29","Cement",1.59
1344,"2010","Karnataka","29","Chemical",0.01
1345,"2011","Karnataka","29","Sponge Iron",0.69
1346,"2008","Karnataka","29","Power (Utility)",6.53
1347,"2010","Karnataka","29","Power (Captive)",0.91
1348,"2017","Karnataka","29","Sponge Iron",0.02
1349,"2021","Karnataka","29","Cement",0.58
1350,"2012","Karnataka","29","Textiles and Rayons",0.07
1351,"2008","Karnataka","29","Chemical",0.01
1352,"2017","Karnataka","29","Cement",1.11
1353,"2012","Karnataka","29","Metallurgical Use- Direct Feed",0.0
1354,"2020","Karnataka","29","Power (Captive)",1.4
1355,"2006","Karnataka","29","Cement",1.65
1356,"2008","Karnataka","29","Pulp and Paper",0.3
1357,"2011","Karnataka","29","Textiles and Rayons",0.09
1358,"2014","Karnataka","29","Sponge Iron",0.05
1359,"2020","Karnataka","29","Pulp and Paper",0.1
1360,"2010","Karnataka","29","Steel (Boilers)",0.01
1361,"2015","Karnataka","29","Chemical",0.01
1362,"2010","Karnataka","29","Cement",2.01
1363,"2018","Karnataka","29","Chemical",0.01
1364,"2012","Karnataka","29","Power (Captive)",3.29
1365,"2013","Karnataka","29","Pulp and Paper",0.24
1366,"2007","Karnataka","29","Power (Captive)",0.72
1367,"2016","Karnataka","29","Textiles and Rayons",0.11
1368,"2017","Karnataka","29","Chemical",0.01
1369,"2020","Karnataka","29","Chemical",0.0
1370,"2019","Karnataka","29","Power (Captive)",1.36
1371,"2015","Karnataka","29","Power (Captive)",0.86
1372,"2010","Karnataka","29","Sponge Iron",0.53
1373,"2014","Karnataka","29","Chemical",0.01
1374,"2011","Karnataka","29","Bricks",0.0
1375,"2012","Karnataka","29","Pulp and Paper",0.25
1376,"2009","Karnataka","29","Chemical",0.16
1377,"2009","Karnataka","29","Other",0.12
1378,"2011","Karnataka","29","Power (Captive)",1.24
1379,"2017","Karnataka","29","Power (Captive)",0.6
1380,"2016","Karnataka","29","Power (Captive)",0.66
1381,"2008","Karnataka","29","Metallurgical Use- Direct Feed",0.0
1382,"2015","Karnataka","29","Textiles and Rayons",0.18
1383,"2021","Karnataka","29","Other",0.04
1384,"2017","Karnataka","29","Power (Utility)",11.99
1385,"2009","Karnataka","29","Pulp and Paper",0.2
1386,"2018","Karnataka","29","Pulp and Paper",0.02
1387,"2020","Karnataka","29","Cement",0.64
1388,"2021","Karnataka","29","Power (Captive)",1.05
1389,"2012","Karnataka","29","Other",0.5
1390,"2013","Karnataka","29","Cement",1.36
1391,"2016","Karnataka","29","Pulp and Paper",0.12
1392,"2019","Karnataka","29","Chemical",0.0
1393,"2008","Karnataka","29","Cement",1.85
1394,"2009","Karnataka","29","Textiles and Rayons",0.05
1395,"2011","Karnataka","29","Power (Utility)",7.67
1396,"2020","Karnataka","29","Textiles and Rayons",0.07
1397,"2006","Karnataka","29","Bricks",0.0
1398,"2014","Karnataka","29","Textiles and Rayons",0.2
1399,"2011","Karnataka","29","Other",0.0
1400,"2011","Karnataka","29","Other",0.19
1401,"2017","Kerala","32","Cement",0.03
1402,"2020","Kerala","32","Cement",0.04
1403,"2009","Kerala","32","Pulp and Paper",0.08
1404,"2010","Kerala","32","Pulp and Paper",0.08
1405,"2008","Kerala","32","Cement",0.05
1406,"2013","Kerala","32","Pulp and Paper",0.09
1407,"2013","Kerala","32","Cement",0.04
1408,"2021","Kerala","32","Cement",0.04
1409,"2014","Kerala","32","Cement",0.03
1410,"2009","Kerala","32","Cement",0.05
1411,"2006","Kerala","32","Cement",0.05
1412,"2017","Kerala","32","Power (Captive)",0.02
1413,"2010","Kerala","32","Cement",0.04
1414,"2019","Kerala","32","Cement",0.04
1415,"2010","Kerala","32","Chemical",0.0
1416,"2011","Kerala","32","Cement",0.03
1417,"2014","Kerala","32","Pulp and Paper",0.05
1418,"2015","Kerala","32","Pulp and Paper",0.07
1419,"2018","Kerala","32","Pulp and Paper",0.03
1420,"2017","Kerala","32","Pulp and Paper",0.03
1421,"2016","Kerala","32","Cement",0.04
1422,"2011","Kerala","32","Pulp and Paper",0.18
1423,"2016","Kerala","32","Pulp and Paper",0.05
1424,"2018","Kerala","32","Cement",0.04
1425,"2015","Kerala","32","Other",0.03
1426,"2006","Kerala","32","Pulp and Paper",0.09
1427,"2007","Kerala","32","Cement",0.05
1428,"2012","Kerala","32","Pulp and Paper",0.1
1429,"2012","Kerala","32","Cement",0.03
1430,"2012","Ladakh","37","Other",0.0
1431,"2019","Ladakh","37","Cement",0.0
1432,"2010","Ladakh","37","Bricks",0.0
1433,"2010","Ladakh","37","Cement",0.0
1434,"2007","Ladakh","37","Bricks",0.0
1435,"2014","Ladakh","37","Bricks",0.0
1436,"2006","Ladakh","37","Other",0.0
1437,"2007","Ladakh","37","Cement",0.0
1438,"2006","Ladakh","37","Bricks",0.0
1439,"2007","Ladakh","37","Chemical",0.0
1440,"2009","Ladakh","37","Cement",0.0
1441,"2006","Ladakh","37","Cement",0.0
1442,"2014","Ladakh","37","Cement",0.0
1443,"2012","Ladakh","37","Bricks",0.0
1444,"2011","Ladakh","37","Other",0.0
1445,"2012","Ladakh","37","Cement",0.0
1446,"2014","Ladakh","37","Textiles and Rayons",0.0
1447,"2010","Ladakh","37","Other",0.0
1448,"2016","Ladakh","37","Bricks",0.0
1449,"2008","Ladakh","37","Other",0.0
1450,"2015","Ladakh","37","Other",0.0
1451,"2007","Ladakh","37","Other",0.0
1452,"2008","Ladakh","37","Cement",0.0
1453,"2016","Ladakh","37","Textiles and Rayons",0.0
1454,"2014","Ladakh","37","Pulp and Paper",0.0
1455,"2009","Ladakh","37","Other",0.0
1456,"2019","Ladakh","37","Other",0.0
1457,"2015","Ladakh","37","Textiles and Rayons",0.0
1458,"2015","Ladakh","37","Cement",0.0
1459,"2011","Ladakh","37","Cement",0.0
1460,"2016","Ladakh","37","Cement",0.0
1461,"2015","Ladakh","37","Pulp and Paper",0.0
1462,"2014","Ladakh","37","Other",0.0
1463,"2015","Ladakh","37","Bricks",0.0
1464,"2006","Ladakh","37","Textiles and Rayons",0.0
1465,"2012","Ladakh","37","Textiles and Rayons",0.0
1466,"2015","Madhya Pradesh","23","Power (Utility)",0.24
1467,"2018","Madhya Pradesh","23","Pulp and Paper",0.15
1468,"2020","Madhya Pradesh","23","Power (Captive)",23.24
1469,"2006","Madhya Pradesh","23","Bricks",0.02
1470,"2009","Madhya Pradesh","23","Cement",1.95
1471,"2006","Madhya Pradesh","23","Colliery Own - Consumption",0.02
1472,"2007","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.04
1473,"2012","Madhya Pradesh","23","Textiles and Rayons",0.02
1474,"2014","Madhya Pradesh","23","Power (Utility)",31.73
1475,"2007","Madhya Pradesh","23","Chemical",0.01
1476,"2016","Madhya Pradesh","23","Pulp and Paper",0.15
1477,"2008","Madhya Pradesh","23","Chemical",0.03
1478,"2006","Madhya Pradesh","23","Power (Utility)",24.05
1479,"2018","Madhya Pradesh","23","Chemical",0.07
1480,"2015","Madhya Pradesh","23","Colliery Own - Consumption",0.0
1481,"2009","Madhya Pradesh","23","Other",2.62
1482,"2007","Madhya Pradesh","23","Other",2.98
1483,"2014","Madhya Pradesh","23","Other",1.82
1484,"2006","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.07
1485,"2015","Madhya Pradesh","23","Chemical",0.02
1486,"2011","Madhya Pradesh","23","Sponge Iron",0.08
1487,"2011","Madhya Pradesh","23","Chemical",0.01
1488,"2013","Madhya Pradesh","23","Power (Utility)",0.1
1489,"2009","Madhya Pradesh","23","Power (Utility)",0.03
1490,"2016","Madhya Pradesh","23","Chemical",0.02
1491,"2012","Madhya Pradesh","23","Sponge Iron",0.09
1492,"2006","Madhya Pradesh","23","Other",2.47
1493,"2020","Madhya Pradesh","23","Power (Utility)",54.33
1494,"2012","Madhya Pradesh","23","Cement",0.28
1495,"2013","Madhya Pradesh","23","Sponge Iron",0.17
1496,"2010","Madhya Pradesh","23","Textiles and Rayons",0.03
1497,"2008","Madhya Pradesh","23","Sponge Iron",0.1
1498,"2008","Madhya Pradesh","23","Power (Captive)",1.3
1499,"2016","Madhya Pradesh","23","Power (Captive)",1.81
1500,"2009","Madhya Pradesh","23","Sponge Iron",0.08
1501,"2016","Madhya Pradesh","23","Power (Utility)",0.06
1502,"2018","Madhya Pradesh","23","Textiles and Rayons",0.01
1503,"2017","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.03
1504,"2013","Madhya Pradesh","23","Cement",0.06
1505,"2020","Madhya Pradesh","23","Other",2.63
1506,"2021","Madhya Pradesh","23","Power (Utility)",74.13
1507,"2007","Madhya Pradesh","23","Pulp and Paper",0.24
1508,"2020","Madhya Pradesh","23","Colliery Own - Consumption",0.0
1509,"2013","Madhya Pradesh","23","Colliery Own - Consumption",0.01
1510,"2015","Madhya Pradesh","23","Other",2.99
1511,"2014","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.04
1512,"2016","Madhya Pradesh","23","Power (Utility)",57.89
1513,"2017","Madhya Pradesh","23","Power (Utility)",0.03
1514,"2010","Madhya Pradesh","23","Power (Utility)",31.77
1515,"2013","Madhya Pradesh","23","Metallurgical Use- Cokeries",0.04
1516,"2015","Madhya Pradesh","23","Cement",1.28
1517,"2017","Madhya Pradesh","23","Metallurgical Use- Direct Feed",0.08
1518,"2010","Madhya Pradesh","23","Sponge Iron",0.13
1519,"2018","Madhya Pradesh","23","Colliery Own - Consumption",0.01
1520,"2016","Madhya Pradesh","23","Colliery Own - Consumption",0.02
1521,"2015","Madhya Pradesh","23","Metallurgical Use- Direct Feed",0.15
1522,"2010","Madhya Pradesh","23","Pulp and Paper",0.23
1523,"2019","Madhya Pradesh","23","Pulp and Paper",0.15
1524,"2014","Madhya Pradesh","23","Pulp and Paper",0.26
1525,"2010","Madhya Pradesh","23","Power (Captive)",2.45
1526,"2009","Madhya Pradesh","23","Textiles and Rayons",0.77
1527,"2010","Madhya Pradesh","23","Other",3.74
1528,"2015","Madhya Pradesh","23","Power (Captive)",10.33
1529,"2017","Madhya Pradesh","23","Sponge Iron",0.17
1530,"2017","Madhya Pradesh","23","Chemical",0.03
1531,"2007","Madhya Pradesh","23","Cement",3.05
1532,"2013","Madhya Pradesh","23","Other",3.03
1533,"2012","Madhya Pradesh","23","Power (Captive)",3.02
1534,"2018","Madhya Pradesh","23","Sponge Iron",0.06
1535,"2007","Madhya Pradesh","23","Power (Utility)",24.42
1536,"2020","Madhya Pradesh","23","Cement",1.52
1537,"2019","Madhya Pradesh","23","Other",3.73
1538,"2007","Madhya Pradesh","23","Colliery Own - Consumption",0.02
1539,"2013","Madhya Pradesh","23","Power (Captive)",2.49
1540,"2006","Madhya Pradesh","23","Textiles and Rayons",0.0
1541,"2012","Madhya Pradesh","23","Power (Utility)",30.54
1542,"2019","Madhya Pradesh","23","Colliery Own - Consumption",0.01
1543,"2012","Madhya Pradesh","23","Colliery Staff",0.01
1544,"2010","Madhya Pradesh","23","Cement",1.9
